original_filename,original_path,new_filename,output_path,primary_sector,activity,confidence,classification_reason
DSC_1259.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1259.jpg,afd_enfance_activites_enfants_site_communautaire_011.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_011.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1260.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1260.jpg,afd_enfance_activites_enfants_site_communautaire_012.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_012.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1319.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1319.jpg,afd_enfance_activites_enfants_site_communautaire_013.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_013.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1324.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1324.jpg,afd_enfance_activites_enfants_site_communautaire_014.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_014.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1325.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1325.jpg,afd_enfance_activites_enfants_site_communautaire_015.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_015.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1326.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1326.jpg,afd_enfance_activites_enfants_site_communautaire_016.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_016.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1327.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1327.jpg,afd_enfance_activites_enfants_site_communautaire_017.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_017.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1328.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1328.jpg,afd_enfance_activites_enfants_site_communautaire_018.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_018.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1329.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1329.jpg,afd_enfance_activites_enfants_site_communautaire_019.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_019.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1423.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1423.jpg,afd_enfance_activites_enfants_site_communautaire_020.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_020.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1424.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1424.jpg,afd_enfance_activites_enfants_site_communautaire_021.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_021.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1425.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1425.jpg,afd_enfance_activites_enfants_site_communautaire_022.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_022.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1426.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1426.jpg,afd_enfance_activites_enfants_site_communautaire_023.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_023.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1427.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1427.jpg,afd_enfance_activites_enfants_site_communautaire_024.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_024.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1428.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1428.jpg,afd_enfance_activites_enfants_site_communautaire_025.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_025.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1429.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1429.jpg,afd_enfance_activites_enfants_site_communautaire_026.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_026.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1431.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1431.jpg,afd_enfance_activites_enfants_site_communautaire_027.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_027.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1432.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1432.jpg,afd_enfance_activites_enfants_site_communautaire_028.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_028.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1433.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1433.jpg,afd_enfance_activites_enfants_site_communautaire_029.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_029.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1434.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1434.jpg,afd_enfance_activites_enfants_site_communautaire_030.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_030.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1435.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1435.jpg,afd_enfance_activites_enfants_site_communautaire_031.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_031.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1436.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1436.jpg,afd_enfance_activites_enfants_site_communautaire_032.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_032.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1832.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1832.jpg,afd_enfance_activites_enfants_site_communautaire_033.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_033.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1834.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1834.jpg,afd_enfance_activites_enfants_site_communautaire_034.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_034.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1835.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1835.jpg,afd_enfance_activites_enfants_site_communautaire_035.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_035.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1837.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1837.jpg,afd_enfance_activites_enfants_site_communautaire_036.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_036.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1839.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1839.jpg,afd_enfance_activites_enfants_site_communautaire_037.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_037.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1840.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1840.jpg,afd_enfance_activites_enfants_site_communautaire_038.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_038.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1842.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1842.jpg,afd_enfance_activites_enfants_site_communautaire_039.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_039.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1843.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1843.jpg,afd_enfance_activites_enfants_site_communautaire_040.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_040.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1846.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1846.jpg,afd_enfance_activites_enfants_site_communautaire_041.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_041.jpg,enfance,activites_enfants,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants."
DSC_1496.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1496.jpg,afd_sante_formation_prestataires_soins_salama_001.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_001.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1498.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1498.jpg,afd_sante_formation_prestataires_soins_salama_002.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_002.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1499.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1499.jpg,afd_sante_formation_prestataires_soins_salama_003.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_003.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1501.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1501.jpg,afd_sante_formation_prestataires_soins_salama_004.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_004.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1502.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1502.jpg,afd_sante_formation_prestataires_soins_salama_005.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_005.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1503.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1503.jpg,afd_sante_formation_prestataires_soins_salama_006.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_006.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1504.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1504.jpg,afd_sante_formation_prestataires_soins_salama_007.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_007.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1505.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1505.jpg,afd_sante_formation_prestataires_soins_salama_008.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_008.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1506.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1506.jpg,afd_sante_formation_prestataires_soins_salama_009.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_009.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1507.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1507.jpg,afd_sante_formation_prestataires_soins_salama_010.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_010.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1508.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1508.jpg,afd_sante_formation_prestataires_soins_salama_011.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_011.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1509-2.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1509-2.jpg,afd_sante_formation_prestataires_soins_salama_012.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_012.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1510.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1510.jpg,afd_sante_formation_prestataires_soins_salama_013.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_013.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1511.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1511.jpg,afd_sante_formation_prestataires_soins_salama_014.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_014.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1512.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1512.jpg,afd_sante_formation_prestataires_soins_salama_015.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_015.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1513.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1513.jpg,afd_sante_formation_prestataires_soins_salama_016.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_016.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1514.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1514.jpg,afd_sante_formation_prestataires_soins_salama_017.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_017.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1515.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1515.jpg,afd_sante_formation_prestataires_soins_salama_018.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_018.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1516.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1516.jpg,afd_sante_formation_prestataires_soins_salama_019.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_019.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1518.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1518.jpg,afd_sante_formation_prestataires_soins_salama_020.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_020.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1519-2.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1519-2.jpg,afd_sante_formation_prestataires_soins_salama_021.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_021.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1522.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1522.jpg,afd_sante_formation_prestataires_soins_salama_022.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_022.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1524.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1524.jpg,afd_sante_formation_prestataires_soins_salama_023.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_023.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
DSC_1525.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\Atelier de formation des prestataires de soins SALAMA\DSC_1525.jpg,afd_sante_formation_prestataires_soins_salama_024.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\01_sante\afd_sante_formation_prestataires_soins_salama_024.jpg,sante,formation_prestataires_soins,eleve,"Planche-contact verifiee: salle de formation, supports pedagogiques, participants, prestataires et exercices avec equipements de protection."
